name_with_owner,url,stargazer_count,primary_language,created_at,age,last_push,time_since_last_push,disk_usage_kb,size_formatted,name
cantaloupe-project/cantaloupe,https://github.com/cantaloupe-project/cantaloupe,283,Java,2015-09-08T16:21:12Z,"10 anos, 0 meses",2025-08-27T15:14:09Z,14 dias,64209,62.7 MB,cantaloupe
castagna/jena-examples,https://github.com/castagna/jena-examples,282,Java,2011-10-10T13:02:42Z,"13 anos, 11 meses",2020-10-13T09:55:47Z,"4 anos, 11 meses",110,110 KB,jena-examples
streamnative/pulsar-flink,https://github.com/streamnative/pulsar-flink,282,Java,2019-07-09T05:12:49Z,"6 anos, 2 meses",2022-11-10T14:29:48Z,"2 anos, 10 meses",2266,2.2 MB,pulsar-flink
liuweiran900217/CloudCrypto,https://github.com/liuweiran900217/CloudCrypto,282,Java,2015-10-04T17:43:21Z,"9 anos, 11 meses",2025-01-04T04:28:18Z,"8 meses, 9 dias",12724,12.4 MB,CloudCrypto
amplab/succinct,https://github.com/amplab/succinct,281,Java,2014-11-08T23:22:20Z,"10 anos, 10 meses",2023-12-16T20:30:27Z,"1 anos, 8 meses",18543,18.1 MB,succinct
ASSERT-KTH/depclean,https://github.com/ASSERT-KTH/depclean,281,Java,2019-11-29T10:19:44Z,"5 anos, 9 meses",2025-09-07T20:10:42Z,3 dias,34104,33.3 MB,depclean
dapr/java-sdk,https://github.com/dapr/java-sdk,281,Java,2019-10-09T17:30:19Z,"5 anos, 11 meses",2025-09-10T13:16:17Z,0 dias,104511,102.1 MB,java-sdk
cangwang/ModuleBus,https://github.com/cangwang/ModuleBus,279,Java,2016-11-22T06:54:37Z,"8 anos, 9 meses",2021-11-03T09:51:20Z,"3 anos, 10 meses",40958,40.0 MB,ModuleBus
oripa/oripa,https://github.com/oripa/oripa,279,Java,2013-10-08T03:20:22Z,"11 anos, 11 meses",2025-09-08T14:30:00Z,2 dias,15938,15.6 MB,oripa
kristian/system-hook,https://github.com/kristian/system-hook,279,Java,2016-02-09T10:57:43Z,"9 anos, 7 meses",2020-10-18T17:57:51Z,"4 anos, 10 meses",15897,15.5 MB,system-hook
ZTO-Express/zms,https://github.com/ZTO-Express/zms,279,Java,2020-05-22T07:10:14Z,"5 anos, 3 meses",2023-01-06T07:15:50Z,"2 anos, 8 meses",4597,4.5 MB,zms
ueboot/ueboot,https://github.com/ueboot/ueboot,278,Java,2018-09-06T02:53:12Z,"7 anos, 0 meses",2022-12-06T00:04:29Z,"2 anos, 9 meses",20862,20.4 MB,ueboot
alturkovic/distributed-lock,https://github.com/alturkovic/distributed-lock,278,Java,2017-06-04T11:50:37Z,"8 anos, 3 meses",2024-06-09T17:03:47Z,"1 anos, 3 meses",385,385 KB,distributed-lock
apache/commons-net,https://github.com/apache/commons-net,277,Java,2012-12-11T08:00:16Z,"12 anos, 9 meses",2025-09-05T05:55:46Z,5 dias,11882,11.6 MB,commons-net
javolution/javolution,https://github.com/javolution/javolution,276,Java,2016-03-29T22:36:08Z,"9 anos, 5 meses",2020-10-13T06:41:25Z,"4 anos, 11 meses",13402,13.1 MB,javolution
ververica/stateful-functions,https://github.com/ververica/stateful-functions,276,Java,2019-09-19T14:23:09Z,"5 anos, 11 meses",2023-12-13T11:47:37Z,"1 anos, 9 meses",1193,1.2 MB,stateful-functions
brndnmtthws/facebook-hive-udfs,https://github.com/brndnmtthws/facebook-hive-udfs,275,Java,2013-08-08T20:43:02Z,"12 anos, 1 meses",2025-08-30T12:09:49Z,11 dias,138,138 KB,facebook-hive-udfs
knowm/Sundial,https://github.com/knowm/Sundial,275,Java,2011-04-25T16:11:53Z,"14 anos, 4 meses",2024-07-15T12:16:45Z,"1 anos, 1 meses",3272,3.2 MB,Sundial
jasminb/jsonapi-converter,https://github.com/jasminb/jsonapi-converter,275,Java,2016-02-18T17:03:38Z,"9 anos, 6 meses",2024-07-31T21:12:18Z,"1 anos, 1 meses",383,383 KB,jsonapi-converter
Elytrium/LimboAPI,https://github.com/Elytrium/LimboAPI,274,Java,2021-08-25T11:33:45Z,"4 anos, 0 meses",2025-06-30T18:23:18Z,"2 meses, 12 dias",14348,14.0 MB,LimboAPI
sqids/sqids-java,https://github.com/sqids/sqids-java,274,Java,2023-06-24T15:29:24Z,"2 anos, 2 meses",2023-12-06T01:40:18Z,"1 anos, 9 meses",56,56 KB,sqids-java
jmacglashan/burlap,https://github.com/jmacglashan/burlap,273,Java,2013-09-27T17:58:25Z,"11 anos, 11 meses",2022-04-17T19:28:18Z,"3 anos, 4 meses",156778,153.1 MB,burlap
apache/incubator-kie-tools,https://github.com/apache/incubator-kie-tools,273,Java,2019-07-05T18:41:47Z,"6 anos, 2 meses",2025-09-10T18:20:38Z,0 dias,698412,682.0 MB,incubator-kie-tools
amelentev/java-oo,https://github.com/amelentev/java-oo,273,Java,2012-05-19T12:45:30Z,"13 anos, 3 meses",2020-10-13T06:40:24Z,"4 anos, 11 meses",590,590 KB,java-oo
SAP-archive/cloud-platform-iot-starterkit,https://github.com/SAP-archive/cloud-platform-iot-starterkit,272,Java,2015-04-22T20:45:56Z,"10 anos, 4 meses",2021-05-14T17:06:02Z,"4 anos, 4 meses",45126,44.1 MB,cloud-platform-iot-starterkit
spring-attic/spring-batch-admin,https://github.com/spring-attic/spring-batch-admin,272,Java,2010-11-15T17:57:12Z,"14 anos, 10 meses",2019-03-26T09:13:40Z,"6 anos, 5 meses",3984,3.9 MB,spring-batch-admin
decorators-squad/eo-yaml,https://github.com/decorators-squad/eo-yaml,272,Java,2016-12-28T10:34:25Z,"8 anos, 8 meses",2024-11-13T12:06:37Z,"10 meses, 1 dias",1884,1.8 MB,eo-yaml
jorabin/KeePassJava2,https://github.com/jorabin/KeePassJava2,271,Java,2015-12-13T17:35:07Z,"9 anos, 9 meses",2025-06-23T12:17:10Z,"2 meses, 19 dias",2534,2.5 MB,KeePassJava2
madvirus/ddd-start,https://github.com/madvirus/ddd-start,270,Java,2016-04-01T01:53:34Z,"9 anos, 5 meses",2022-03-23T10:19:22Z,"3 anos, 5 meses",744,744 KB,ddd-start
SonarSource/sonarlint-eclipse,https://github.com/SonarSource/sonarlint-eclipse,270,Java,2011-02-10T09:32:22Z,"14 anos, 7 meses",2025-09-03T07:41:49Z,7 dias,19323,18.9 MB,sonarlint-eclipse
rrd4j/rrd4j,https://github.com/rrd4j/rrd4j,269,Java,2015-04-06T13:59:53Z,"10 anos, 5 meses",2025-05-14T08:44:55Z,"3 meses, 29 dias",7507,7.3 MB,rrd4j
chyrta/AndroidOnboarder,https://github.com/chyrta/AndroidOnboarder,269,Java,2016-04-02T16:00:05Z,"9 anos, 5 meses",2020-12-12T07:13:37Z,"4 anos, 9 meses",2668,2.6 MB,AndroidOnboarder
davidmoten/rxjava-extras,https://github.com/davidmoten/rxjava-extras,269,Java,2014-11-28T23:25:14Z,"10 anos, 9 meses",2025-08-18T21:34:06Z,23 dias,2598,2.5 MB,rxjava-extras
atteo/classindex,https://github.com/atteo/classindex,268,Java,2012-09-08T22:47:25Z,"13 anos, 0 meses",2023-06-14T22:46:12Z,"2 anos, 2 meses",198,198 KB,classindex
xdevplatform/twitter-api-java-sdk,https://github.com/xdevplatform/twitter-api-java-sdk,268,Java,2021-08-31T22:46:37Z,"4 anos, 0 meses",2025-07-12T01:10:30Z,"2 meses, 0 dias",936,936 KB,twitter-api-java-sdk
geosolutions-it/geoserver-manager,https://github.com/geosolutions-it/geoserver-manager,267,Java,2011-05-08T21:57:00Z,"14 anos, 4 meses",2024-01-31T12:48:20Z,"1 anos, 7 meses",1914,1.9 MB,geoserver-manager
urbanairship/datacube,https://github.com/urbanairship/datacube,267,Java,2012-03-08T01:55:05Z,"13 anos, 6 meses",2024-01-13T00:30:22Z,"1 anos, 8 meses",4702,4.6 MB,datacube
vitalidze/chromecast-java-api-v2,https://github.com/vitalidze/chromecast-java-api-v2,266,Java,2014-06-13T10:25:48Z,"11 anos, 3 meses",2024-09-19T16:18:46Z,"11 meses, 26 dias",422,422 KB,chromecast-java-api-v2
gridgain/gridgain-old,https://github.com/gridgain/gridgain-old,265,Java,2014-02-13T05:51:05Z,"11 anos, 7 meses",2016-03-08T17:56:00Z,"9 anos, 6 meses",110387,107.8 MB,gridgain-old
SeleniumHQ/htmlunit-driver,https://github.com/SeleniumHQ/htmlunit-driver,264,Java,2016-02-17T08:07:17Z,"9 anos, 6 meses",2025-08-18T16:24:51Z,23 dias,6862,6.7 MB,htmlunit-driver
vandeseer/easytable,https://github.com/vandeseer/easytable,264,Java,2017-03-03T18:37:59Z,"8 anos, 6 meses",2024-07-15T16:01:24Z,"1 anos, 1 meses",1845,1.8 MB,easytable
graphaware/neo4j-to-elasticsearch,https://github.com/graphaware/neo4j-to-elasticsearch,264,Java,2015-10-18T11:43:48Z,"9 anos, 11 meses",2021-05-05T19:30:21Z,"4 anos, 4 meses",973,973 KB,neo4j-to-elasticsearch
Evernote/evernote-sdk-java,https://github.com/Evernote/evernote-sdk-java,263,Java,2012-04-15T22:11:44Z,"13 anos, 5 meses",2023-11-29T09:45:09Z,"1 anos, 9 meses",39217,38.3 MB,evernote-sdk-java
apache/commons-bcel,https://github.com/apache/commons-bcel,262,Java,2013-07-13T07:00:12Z,"12 anos, 2 meses",2025-09-05T19:35:00Z,5 dias,10317,10.1 MB,commons-bcel
talios/clojure-maven-plugin,https://github.com/talios/clojure-maven-plugin,262,Java,2009-02-01T00:55:39Z,"16 anos, 7 meses",2025-07-12T01:32:51Z,"2 meses, 0 dias",651,651 KB,clojure-maven-plugin
avianey/androidsvgdrawable-plugin,https://github.com/avianey/androidsvgdrawable-plugin,262,Java,2013-12-18T07:06:29Z,"11 anos, 8 meses",2023-04-22T16:31:34Z,"2 anos, 4 meses",591,591 KB,androidsvgdrawable-plugin
SelimHorri/ecommerce-microservice-backend-app,https://github.com/SelimHorri/ecommerce-microservice-backend-app,262,Java,2021-11-14T14:12:28Z,"3 anos, 10 meses",2022-01-03T18:50:12Z,"3 anos, 8 meses",2366,2.3 MB,ecommerce-microservice-backend-app
duanhong169/PickerView,https://github.com/duanhong169/PickerView,261,Java,2017-07-16T08:15:34Z,"8 anos, 1 meses",2020-07-19T07:34:28Z,"5 anos, 1 meses",3920,3.8 MB,PickerView
ksprojects/protobuf-jetbrains-plugin,https://github.com/ksprojects/protobuf-jetbrains-plugin,260,Java,2016-03-26T15:46:32Z,"9 anos, 5 meses",2020-06-20T10:08:07Z,"5 anos, 2 meses",746,746 KB,protobuf-jetbrains-plugin
lemire/externalsortinginjava,https://github.com/lemire/externalsortinginjava,260,Java,2014-03-24T14:25:37Z,"11 anos, 5 meses",2023-04-04T02:03:43Z,"2 anos, 5 meses",142,142 KB,externalsortinginjava
NetSPI/Wsdler,https://github.com/NetSPI/Wsdler,259,Java,2013-02-19T15:52:12Z,"12 anos, 6 meses",2018-06-25T21:25:36Z,"7 anos, 2 meses",29464,28.8 MB,Wsdler
hanhailong/GridPagerSnapHelper,https://github.com/hanhailong/GridPagerSnapHelper,259,Java,2017-08-20T11:01:40Z,"8 anos, 0 meses",2017-12-14T07:35:25Z,"7 anos, 9 meses",7402,7.2 MB,GridPagerSnapHelper
andremion/Music-Cover-View,https://github.com/andremion/Music-Cover-View,259,Java,2016-08-23T21:24:44Z,"9 anos, 0 meses",2019-05-20T18:18:44Z,"6 anos, 3 meses",1674,1.6 MB,Music-Cover-View
Carson-Ho/Kawaii_LoadingView,https://github.com/Carson-Ho/Kawaii_LoadingView,259,Java,2017-07-29T08:37:57Z,"8 anos, 1 meses",2017-08-30T02:33:17Z,"8 anos, 0 meses",148,148 KB,Kawaii_LoadingView
ktuukkan/marine-api,https://github.com/ktuukkan/marine-api,259,Java,2013-02-20T21:10:29Z,"12 anos, 6 meses",2025-07-29T02:46:04Z,"1 meses, 13 dias",5214,5.1 MB,marine-api
IanDarwin/javasrc,https://github.com/IanDarwin/javasrc,258,Java,2013-10-11T14:50:06Z,"11 anos, 11 meses",2025-09-09T15:05:01Z,1 dias,55314,54.0 MB,javasrc
ykameshrao/spring-hibernate-springdata-springmvc-maven-project-framework,https://github.com/ykameshrao/spring-hibernate-springdata-springmvc-maven-project-framework,258,Java,2012-07-07T13:56:43Z,"13 anos, 2 meses",2022-12-16T00:47:31Z,"2 anos, 8 meses",233,233 KB,spring-hibernate-springdata-springmvc-maven-project-framework
HiveRunner/HiveRunner,https://github.com/HiveRunner/HiveRunner,258,Java,2013-11-22T09:19:09Z,"11 anos, 9 meses",2025-01-06T09:02:52Z,"8 meses, 7 dias",1402,1.4 MB,HiveRunner
asleepyfish/chatgpt,https://github.com/asleepyfish/chatgpt,258,Java,2023-02-07T06:32:14Z,"2 anos, 7 meses",2023-12-28T09:35:39Z,"1 anos, 8 meses",177,177 KB,chatgpt
jkrasnay/sqlbuilder,https://github.com/jkrasnay/sqlbuilder,257,Java,2011-03-25T20:38:03Z,"14 anos, 5 meses",2023-09-06T12:46:20Z,"2 anos, 0 meses",291,291 KB,sqlbuilder
corretto/amazon-corretto-crypto-provider,https://github.com/corretto/amazon-corretto-crypto-provider,257,Java,2019-04-01T23:52:24Z,"6 anos, 5 meses",2025-09-10T23:05:00Z,0 dias,12813,12.5 MB,amazon-corretto-crypto-provider
opentracing-contrib/java-spring-jaeger,https://github.com/opentracing-contrib/java-spring-jaeger,257,Java,2018-05-28T08:12:27Z,"7 anos, 3 meses",2023-01-13T12:22:29Z,"2 anos, 8 meses",268,268 KB,java-spring-jaeger
piomin/spring-boot-logging,https://github.com/piomin/spring-boot-logging,256,Java,2019-04-30T14:09:23Z,"6 anos, 4 meses",2025-09-09T18:44:43Z,1 dias,313,313 KB,spring-boot-logging
mirkonasato/graphipedia,https://github.com/mirkonasato/graphipedia,256,Java,2012-02-12T09:21:32Z,"13 anos, 7 meses",2018-02-26T22:58:29Z,"7 anos, 6 meses",25,25 KB,graphipedia
cgbystrom/netty-tools,https://github.com/cgbystrom/netty-tools,256,Java,2010-05-09T13:21:37Z,"15 anos, 4 meses",2020-02-11T04:32:16Z,"5 anos, 7 meses",662,662 KB,netty-tools
RichardWarburton/lambda-behave,https://github.com/RichardWarburton/lambda-behave,256,Java,2014-06-07T00:43:10Z,"11 anos, 3 meses",2022-02-22T08:44:21Z,"3 anos, 6 meses",487,487 KB,lambda-behave
jbosstm/narayana,https://github.com/jbosstm/narayana,255,Java,2011-12-19T08:13:03Z,"13 anos, 8 meses",2025-09-10T13:43:18Z,0 dias,99285,97.0 MB,narayana
twotoasters/clusterkraf,https://github.com/twotoasters/clusterkraf,254,Java,2013-04-03T18:59:54Z,"12 anos, 5 meses",2014-11-14T22:29:31Z,"10 anos, 10 meses",3598,3.5 MB,clusterkraf
lokerxx/JavaVul,https://github.com/lokerxx/JavaVul,254,Java,2024-01-31T13:28:49Z,"1 anos, 7 meses",2024-09-06T14:41:05Z,"1 anos, 0 meses",102894,100.5 MB,JavaVul
nifty-gui/nifty-gui,https://github.com/nifty-gui/nifty-gui,253,Java,2011-10-01T23:59:11Z,"13 anos, 11 meses",2021-08-27T09:44:54Z,"4 anos, 0 meses",67095,65.5 MB,nifty-gui
cuba-platform/yarg,https://github.com/cuba-platform/yarg,253,Java,2013-10-11T11:00:25Z,"11 anos, 11 meses",2025-01-14T08:29:44Z,"7 meses, 29 dias",2246,2.2 MB,yarg
michaelklishin/quartz-mongodb,https://github.com/michaelklishin/quartz-mongodb,253,Java,2012-03-03T01:30:59Z,"13 anos, 6 meses",2022-11-01T13:09:03Z,"2 anos, 10 meses",977,977 KB,quartz-mongodb
antlr/antlr3,https://github.com/antlr/antlr3,253,Java,2012-02-06T18:38:17Z,"13 anos, 7 meses",2024-02-05T18:50:14Z,"1 anos, 7 meses",15849,15.5 MB,antlr3
twelvet-projects/twelvet,https://github.com/twelvet-projects/twelvet,253,Java,2020-08-23T13:25:23Z,"5 anos, 0 meses",2025-08-20T09:55:36Z,21 dias,8714,8.5 MB,twelvet
p2-inc/keycloak-events,https://github.com/p2-inc/keycloak-events,253,Java,2021-10-20T10:57:28Z,"3 anos, 10 meses",2025-07-30T14:19:32Z,"1 meses, 12 dias",351,351 KB,keycloak-events
gary-rowe/hid4java,https://github.com/gary-rowe/hid4java,252,Java,2014-10-11T17:14:54Z,"10 anos, 11 meses",2024-06-07T01:41:55Z,"1 anos, 3 meses",2155,2.1 MB,hid4java
samlss/TimoMenu,https://github.com/samlss/TimoMenu,252,Java,2018-11-05T10:14:19Z,"6 anos, 10 meses",2018-11-20T08:13:53Z,"6 anos, 9 meses",4421,4.3 MB,TimoMenu
yujunhao8831/spring-boot-start-current,https://github.com/yujunhao8831/spring-boot-start-current,252,Java,2017-06-29T02:55:10Z,"8 anos, 2 meses",2019-03-22T09:32:43Z,"6 anos, 5 meses",1461,1.4 MB,spring-boot-start-current
panda-lang/panda,https://github.com/panda-lang/panda,251,Java,2015-08-23T14:54:22Z,"10 anos, 0 meses",2025-02-28T11:24:56Z,"6 meses, 14 dias",10398,10.2 MB,panda
julxxy/dtt-spring-boot-parent,https://github.com/julxxy/dtt-spring-boot-parent,251,Java,2022-07-13T11:27:58Z,"3 anos, 2 meses",2025-06-19T17:22:50Z,"2 meses, 23 dias",4800,4.7 MB,dtt-spring-boot-parent
5A59/MockNet,https://github.com/5A59/MockNet,251,Java,2017-05-24T07:16:31Z,"8 anos, 3 meses",2017-05-26T09:23:29Z,"8 anos, 3 meses",311,311 KB,MockNet
servertap-io/servertap,https://github.com/servertap-io/servertap,250,Java,2020-02-10T03:30:48Z,"5 anos, 7 meses",2025-08-14T21:11:52Z,27 dias,809,809 KB,servertap
apache/commons-fileupload,https://github.com/apache/commons-fileupload,249,Java,2011-10-15T07:00:07Z,"13 anos, 11 meses",2025-09-09T22:34:15Z,1 dias,3975,3.9 MB,commons-fileupload
Netflix/gradle-template,https://github.com/Netflix/gradle-template,248,Java,2012-03-12T23:34:43Z,"13 anos, 6 meses",2023-04-10T10:48:02Z,"2 anos, 5 meses",679,679 KB,gradle-template
GoogleCloudPlatform/cloud-sql-jdbc-socket-factory,https://github.com/GoogleCloudPlatform/cloud-sql-jdbc-socket-factory,248,Java,2016-03-23T17:58:22Z,"9 anos, 5 meses",2025-09-10T19:47:10Z,0 dias,4190,4.1 MB,cloud-sql-jdbc-socket-factory
JingYeoh/SlideMenuLayout,https://github.com/JingYeoh/SlideMenuLayout,248,Java,2017-06-08T00:50:34Z,"8 anos, 3 meses",2017-12-25T07:13:06Z,"7 anos, 8 meses",24135,23.6 MB,SlideMenuLayout
jai-imageio/jai-imageio-core,https://github.com/jai-imageio/jai-imageio-core,247,Java,2010-04-30T16:43:14Z,"15 anos, 4 meses",2023-10-23T08:45:23Z,"1 anos, 10 meses",15764,15.4 MB,jai-imageio-core
crawler-commons/crawler-commons,https://github.com/crawler-commons/crawler-commons,247,Java,2015-04-09T13:05:29Z,"10 anos, 5 meses",2025-08-19T06:14:07Z,22 dias,4314,4.2 MB,crawler-commons
scipr-lab/dizk,https://github.com/scipr-lab/dizk,247,Java,2018-07-16T20:25:23Z,"7 anos, 1 meses",2022-04-13T19:55:42Z,"3 anos, 5 meses",179,179 KB,dizk
aled/jsi,https://github.com/aled/jsi,246,Java,2010-06-02T21:37:53Z,"15 anos, 3 meses",2023-12-05T22:07:15Z,"1 anos, 9 meses",3110,3.0 MB,jsi
dcaoyuan/nbscala,https://github.com/dcaoyuan/nbscala,246,Java,2011-04-06T12:14:42Z,"14 anos, 5 meses",2020-10-13T10:13:15Z,"4 anos, 11 meses",181936,177.7 MB,nbscala
graphaware/neo4j-framework,https://github.com/graphaware/neo4j-framework,246,Java,2013-07-18T11:04:07Z,"12 anos, 1 meses",2021-05-05T19:16:21Z,"4 anos, 4 meses",8839,8.6 MB,neo4j-framework
apache/commons-vfs,https://github.com/apache/commons-vfs,245,Java,2013-07-13T07:00:13Z,"12 anos, 2 meses",2025-09-05T21:38:56Z,5 dias,13785,13.5 MB,commons-vfs
yewei02538/ColorTrackTabLayout,https://github.com/yewei02538/ColorTrackTabLayout,245,Java,2017-04-14T09:43:55Z,"8 anos, 5 meses",2017-04-24T01:51:12Z,"8 anos, 4 meses",553,553 KB,ColorTrackTabLayout
JustSystems/java-100practices,https://github.com/JustSystems/java-100practices,245,Java,2016-08-24T11:08:42Z,"9 anos, 0 meses",2017-03-09T01:19:29Z,"8 anos, 6 meses",631,631 KB,java-100practices
doanduyhai/Achilles,https://github.com/doanduyhai/Achilles,244,Java,2012-11-17T09:26:30Z,"12 anos, 10 meses",2023-12-16T06:16:42Z,"1 anos, 8 meses",104794,102.3 MB,Achilles
cagataygurturk/lambadaframework,https://github.com/cagataygurturk/lambadaframework,243,Java,2016-03-18T09:25:03Z,"9 anos, 5 meses",2019-03-29T09:02:17Z,"6 anos, 5 meses",198,198 KB,lambadaframework
bootsrc/star-zone,https://github.com/bootsrc/star-zone,243,Java,2018-12-29T02:42:16Z,"6 anos, 8 meses",2022-06-21T00:54:36Z,"3 anos, 2 meses",3659,3.6 MB,star-zone
sarahtattersall/PIPE,https://github.com/sarahtattersall/PIPE,242,Java,2013-10-07T12:40:45Z,"11 anos, 11 meses",2022-06-28T15:04:05Z,"3 anos, 2 meses",31489,30.8 MB,PIPE
yegor256/xembly,https://github.com/yegor256/xembly,242,Java,2013-07-31T17:34:53Z,"12 anos, 1 meses",2025-09-08T01:55:13Z,2 dias,5614,5.5 MB,xembly
vipcolud/monitor,https://github.com/vipcolud/monitor,242,Java,2018-11-16T09:01:01Z,"6 anos, 10 meses",2020-02-14T02:34:07Z,"5 anos, 7 meses",65,65 KB,monitor
bloderxd/MagicButton,https://github.com/bloderxd/MagicButton,241,Java,2016-07-28T04:21:59Z,"9 anos, 1 meses",2016-09-21T00:48:30Z,"8 anos, 11 meses",159,159 KB,MagicButton
jonashackt/spring-boot-graalvm,https://github.com/jonashackt/spring-boot-graalvm,241,Java,2020-03-20T10:02:07Z,"5 anos, 5 meses",2025-08-21T17:13:43Z,20 dias,1752,1.7 MB,spring-boot-graalvm
Workable/java-error-handler,https://github.com/Workable/java-error-handler,241,Java,2016-07-14T16:54:02Z,"9 anos, 2 meses",2024-04-15T14:53:43Z,"1 anos, 4 meses",242,242 KB,java-error-handler
andyb129/BeerProgressView,https://github.com/andyb129/BeerProgressView,240,Java,2016-05-10T21:47:54Z,"9 anos, 4 meses",2018-04-03T08:57:17Z,"7 anos, 5 meses",3339,3.3 MB,BeerProgressView
xvik/dropwizard-guicey,https://github.com/xvik/dropwizard-guicey,239,Java,2014-09-03T03:22:23Z,"11 anos, 0 meses",2025-09-10T23:01:40Z,0 dias,31464,30.7 MB,dropwizard-guicey
haodynasty/AndroidBleManager,https://github.com/haodynasty/AndroidBleManager,239,Java,2016-08-17T03:20:54Z,"9 anos, 0 meses",2023-08-11T11:54:39Z,"2 anos, 1 meses",1438,1.4 MB,AndroidBleManager
pentaho/big-data-plugin,https://github.com/pentaho/big-data-plugin,238,Java,2012-06-01T00:22:36Z,"13 anos, 3 meses",2025-09-10T15:49:51Z,0 dias,96300,94.0 MB,big-data-plugin
sivaprasadreddy/generator-springboot,https://github.com/sivaprasadreddy/generator-springboot,237,Java,2019-07-25T10:03:14Z,"6 anos, 1 meses",2025-09-08T17:10:35Z,2 dias,5578,5.4 MB,generator-springboot
AdoptOpenJDK/jdk-api-diff,https://github.com/AdoptOpenJDK/jdk-api-diff,237,Java,2018-02-17T16:41:18Z,"7 anos, 6 meses",2024-04-04T03:57:26Z,"1 anos, 5 meses",2051,2.0 MB,jdk-api-diff
martinpaljak/ant-javacard,https://github.com/martinpaljak/ant-javacard,237,Java,2015-01-06T08:25:32Z,"10 anos, 8 meses",2025-09-03T13:29:14Z,7 dias,494,494 KB,ant-javacard
maven-nar/nar-maven-plugin,https://github.com/maven-nar/nar-maven-plugin,236,Java,2009-09-28T20:05:31Z,"15 anos, 11 meses",2025-07-12T00:04:02Z,"2 meses, 0 dias",6626,6.5 MB,nar-maven-plugin
lord-of-code/loc-framework,https://github.com/lord-of-code/loc-framework,235,Java,2017-11-15T12:24:13Z,"7 anos, 10 meses",2021-04-26T17:42:58Z,"4 anos, 4 meses",459,459 KB,loc-framework
unipiazza/unipiazza-android-twostepslogin,https://github.com/unipiazza/unipiazza-android-twostepslogin,235,Java,2015-07-08T12:12:19Z,"10 anos, 2 meses",2018-05-16T12:56:25Z,"7 anos, 3 meses",7503,7.3 MB,unipiazza-android-twostepslogin
reficio/p2-maven-plugin,https://github.com/reficio/p2-maven-plugin,234,Java,2012-02-12T14:56:01Z,"13 anos, 7 meses",2025-09-06T17:15:17Z,4 dias,793,793 KB,p2-maven-plugin
wujun728/jun_java_plugin,https://github.com/wujun728/jun_java_plugin,234,Java,2016-06-27T10:23:58Z,"9 anos, 2 meses",2025-08-19T06:00:19Z,22 dias,76450,74.7 MB,jun_java_plugin
albfernandez/javadbf,https://github.com/albfernandez/javadbf,234,Java,2015-08-08T09:53:36Z,"10 anos, 1 meses",2025-05-14T22:31:13Z,"3 meses, 29 dias",1157,1.1 MB,javadbf
CS-SI/Orekit,https://github.com/CS-SI/Orekit,233,Java,2014-08-11T19:29:35Z,"11 anos, 1 meses",2025-09-10T21:13:05Z,0 dias,165121,161.3 MB,Orekit
awslabs/aws-mysql-jdbc,https://github.com/awslabs/aws-mysql-jdbc,233,Java,2020-12-10T02:21:58Z,"4 anos, 9 meses",2025-09-08T14:09:38Z,2 dias,7953,7.8 MB,aws-mysql-jdbc
paul-hammant/paranamer,https://github.com/paul-hammant/paranamer,232,Java,2010-06-09T05:03:24Z,"15 anos, 3 meses",2025-03-11T14:53:35Z,"6 meses, 3 dias",1234,1.2 MB,paranamer
oracle/oci-java-sdk,https://github.com/oracle/oci-java-sdk,232,Java,2016-12-06T04:05:39Z,"8 anos, 9 meses",2025-09-09T16:27:36Z,1 dias,344376,336.3 MB,oci-java-sdk
multilang-depends/depends,https://github.com/multilang-depends/depends,232,Java,2019-02-10T08:08:28Z,"6 anos, 7 meses",2025-02-17T04:52:48Z,"6 meses, 25 dias",31775,31.0 MB,depends
fenixsoft/microservice_arch_kubernetes,https://github.com/fenixsoft/microservice_arch_kubernetes,232,Java,2020-05-21T02:53:20Z,"5 anos, 3 meses",2022-06-22T20:10:41Z,"3 anos, 2 meses",6607,6.5 MB,microservice_arch_kubernetes
foldright/cffu,https://github.com/foldright/cffu,232,Java,2023-02-13T04:56:53Z,"2 anos, 7 meses",2025-09-10T15:11:17Z,0 dias,3782,3.7 MB,cffu
alecgorge/jsonapi,https://github.com/alecgorge/jsonapi,231,Java,2010-11-24T23:34:32Z,"14 anos, 9 meses",2022-12-07T18:43:48Z,"2 anos, 9 meses",36854,36.0 MB,jsonapi
DenizenScript/Denizen,https://github.com/DenizenScript/Denizen,231,Java,2012-03-04T01:33:07Z,"13 anos, 6 meses",2025-09-05T09:47:14Z,5 dias,49060,47.9 MB,Denizen
codemybrainsout/place-search-dialog,https://github.com/codemybrainsout/place-search-dialog,231,Java,2016-09-08T21:00:36Z,"9 anos, 0 meses",2017-07-28T14:00:06Z,"8 anos, 1 meses",3759,3.7 MB,place-search-dialog
nontravis/recycler-view-margin-decoration,https://github.com/nontravis/recycler-view-margin-decoration,231,Java,2017-04-13T11:23:09Z,"8 anos, 5 meses",2018-03-14T07:30:26Z,"7 anos, 6 meses",1076,1.1 MB,recycler-view-margin-decoration
redfx-quantum/strange,https://github.com/redfx-quantum/strange,230,Java,2018-03-26T16:06:29Z,"7 anos, 5 meses",2025-08-25T13:57:16Z,16 dias,1027,1.0 MB,strange
apache/incubator-wayang,https://github.com/apache/incubator-wayang,230,Java,2020-12-16T12:51:54Z,"4 anos, 8 meses",2025-08-28T05:46:32Z,13 dias,20140,19.7 MB,incubator-wayang
